"Xloc","Yloc","Landuse","Rock"
2.45,4.2,"Meadow","Argovian"
2.5,0.5,"Forest","Portlandian"
2.5,0.55,"Forest","Portlandian"
2.5,0.6,"Forest","Sequanian"
2.5,0.65,"Forest","Sequanian"
2.5,0.7,"Meadow","Sequanian"
2.5,0.75,"Meadow","Sequanian"
2.5,0.8,"Meadow","Sequanian"
2.5,0.85,"Meadow","Sequanian"
2.5,0.9,"Meadow","Sequanian"
2.5,0.95,"Meadow","Sequanian"
2.5,1,"Meadow","Argovian"
2.5,1.05,"Meadow","Argovian"
2.5,1.1,"Meadow","Argovian"
2.5,1.15,"Meadow","Argovian"
2.5,1.2,"Forest","Argovian"
2.5,1.25,"Forest","Argovian"
2.5,1.3,"Tillage","Quaternary"
2.5,1.35,"Meadow","Argovian"
2.5,1.4,"Meadow","Argovian"
2.5,1.45,"Tillage","Argovian"
2.5,1.5,"Tillage","Argovian"
2.5,1.55,"Tillage","Argovian"
2.5,1.6,"Meadow","Sequanian"
2.5,1.65,"Meadow","Sequanian"
2.5,1.7,"Pasture","Sequanian"
2.5,1.75,"Pasture","Sequanian"
2.5,1.8,"Pasture","Kimmeridgian"
2.5,1.85,"Pasture","Kimmeridgian"
2.5,1.9,"Pasture","Kimmeridgian"
2.5,1.95,"Meadow","Kimmeridgian"
2.5,2,"Meadow","Kimmeridgian"
2.5,2.05,"Meadow","Kimmeridgian"
2.5,2.1,"Meadow","Kimmeridgian"
2.5,2.15,"Meadow","Quaternary"
2.5,2.2,"Meadow","Quaternary"
2.5,2.25,"Meadow","Quaternary"
2.5,2.3,"Pasture","Kimmeridgian"
2.5,2.35,"Pasture","Kimmeridgian"
2.5,2.4,"Meadow","Kimmeridgian"
2.5,2.45,"Meadow","Quaternary"
2.5,2.5,"Meadow","Quaternary"
2.5,2.55,"Meadow","Quaternary"
2.5,2.6,"Meadow","Kimmeridgian"
2.5,2.65,"Pasture","Kimmeridgian"
2.5,2.7,"Pasture","Kimmeridgian"
2.5,2.75,"Pasture","Kimmeridgian"
2.5,2.8,"Pasture","Kimmeridgian"
2.5,2.85,"Pasture","Kimmeridgian"
2.5,2.9,"Meadow","Quaternary"
2.5,2.95,"Meadow","Quaternary"
2.5,3,"Meadow","Kimmeridgian"
2.5,3.05,"Meadow","Kimmeridgian"
2.5,3.1,"Meadow","Sequanian"
2.5,3.15,"Meadow","Sequanian"
2.5,3.2,"Meadow","Sequanian"
2.5,3.25,"Meadow","Sequanian"
2.5,3.3,"Meadow","Sequanian"
2.5,3.35,"Meadow","Sequanian"
2.5,3.4,"Meadow","Sequanian"
2.5,3.45,"Meadow","Sequanian"
2.5,3.5,"Meadow","Quaternary"
2.5,3.55,"Meadow","Quaternary"
2.5,3.6,"Meadow","Quaternary"
2.5,3.65,"Meadow","Argovian"
2.5,3.7,"Meadow","Argovian"
2.5,3.75,"Meadow","Argovian"
2.5,3.8,"Meadow","Argovian"
2.5,3.85,"Meadow","Argovian"
2.5,3.9,"Meadow","Argovian"
2.5,3.95,"Meadow","Argovian"
2.5,4,"Meadow","Argovian"
2.5,4.05,"Meadow","Argovian"
2.5,4.1,"Meadow","Argovian"
2.5,4.15,"Meadow","Argovian"
2.5,4.2,"Meadow","Argovian"
2.55,0.5,"Forest","Portlandian"
2.55,0.55,"Forest","Portlandian"
2.55,0.6,"Forest","Kimmeridgian"
2.55,0.65,"Forest","Kimmeridgian"
2.55,0.7,"Meadow","Sequanian"
2.55,0.75,"Meadow","Sequanian"
2.55,0.8,"Meadow","Sequanian"
2.55,0.85,"Meadow","Sequanian"
2.55,0.9,"Meadow","Sequanian"
2.55,0.95,"Meadow","Argovian"
2.55,1,"Meadow","Argovian"
2.55,1.05,"Meadow","Argovian"
2.55,1.1,"Forest","Argovian"
2.55,1.15,"Forest","Argovian"
2.55,1.2,"Forest","Quaternary"
2.55,1.25,"Forest","Quaternary"
2.55,1.3,"Pasture","Argovian"
2.55,1.35,"Pasture","Argovian"
2.55,1.4,"Pasture","Argovian"
2.55,1.45,"Pasture","Argovian"
2.55,1.5,"Pasture","Argovian"
2.55,1.55,"Pasture","Argovian"
2.55,1.6,"Meadow","Sequanian"
2.55,1.65,"Meadow","Sequanian"
2.55,1.7,"Pasture","Sequanian"
2.55,1.75,"Pasture","Sequanian"
2.55,1.8,"Pasture","Kimmeridgian"
2.55,1.85,"Pasture","Kimmeridgian"
2.55,1.9,"Pasture","Kimmeridgian"
2.55,1.95,"Meadow","Kimmeridgian"
2.55,2,"Meadow","Kimmeridgian"
2.55,2.05,"Meadow","Kimmeridgian"
2.55,2.1,"Meadow","Kimmeridgian"
2.55,2.15,"Meadow","Quaternary"
2.55,2.2,"Meadow","Quaternary"
2.55,2.25,"Meadow","Quaternary"
2.55,2.3,"Pasture","Kimmeridgian"
2.55,2.35,"Pasture","Kimmeridgian"
2.55,2.4,"Meadow","Kimmeridgian"
2.55,2.45,"Meadow","Quaternary"
2.55,2.5,"Meadow","Quaternary"
2.55,2.55,"Meadow","Quaternary"
2.55,2.6,"Meadow","Kimmeridgian"
2.55,2.65,"Pasture","Kimmeridgian"
2.55,2.7,"Pasture","Kimmeridgian"
2.55,2.75,"Pasture","Kimmeridgian"
2.55,2.8,"Pasture","Kimmeridgian"
2.55,2.85,"Pasture","Kimmeridgian"
2.55,2.9,"Meadow","Kimmeridgian"
2.55,2.95,"Meadow","Kimmeridgian"
2.55,3,"Pasture","Quaternary"
2.55,3.05,"Pasture","Quaternary"
2.55,3.1,"Meadow","Sequanian"
2.55,3.15,"Meadow","Sequanian"
2.55,3.2,"Meadow","Sequanian"
2.55,3.25,"Meadow","Sequanian"
2.55,3.3,"Meadow","Sequanian"
2.55,3.35,"Meadow","Sequanian"
2.55,3.4,"Meadow","Sequanian"
2.55,3.45,"Meadow","Sequanian"
2.55,3.5,"Meadow","Quaternary"
2.55,3.55,"Meadow","Quaternary"
2.55,3.6,"Meadow","Quaternary"
2.55,3.65,"Meadow","Quaternary"
2.55,3.7,"Meadow","Quaternary"
2.55,3.75,"Meadow","Quaternary"
2.55,3.8,"Meadow","Argovian"
2.55,3.85,"Meadow","Argovian"
2.55,3.9,"Meadow","Argovian"
2.55,3.95,"Meadow","Argovian"
2.55,4,"Meadow","Argovian"
2.55,4.05,"Meadow","Argovian"
2.55,4.1,"Meadow","Argovian"
2.55,4.15,"Meadow","Argovian"
2.55,4.2,"Meadow","Argovian"
2.6,0.5,"Forest","Portlandian"
2.6,0.55,"Forest","Portlandian"
2.6,0.6,"Forest","Kimmeridgian"
2.6,0.65,"Forest","Kimmeridgian"
2.6,0.7,"Meadow","Sequanian"
2.6,0.75,"Meadow","Sequanian"
2.6,0.8,"Meadow","Sequanian"
2.6,0.85,"Meadow","Sequanian"
2.6,0.9,"Meadow","Sequanian"
2.6,0.95,"Meadow","Argovian"
2.6,1,"Meadow","Argovian"
2.6,1.05,"Meadow","Argovian"
2.6,1.1,"Forest","Argovian"
2.6,1.15,"Forest","Argovian"
2.6,1.2,"Forest","Quaternary"
2.6,1.25,"Forest","Quaternary"
2.6,1.3,"Pasture","Argovian"
2.6,1.35,"Pasture","Argovian"
2.6,1.4,"Pasture","Argovian"
2.6,1.45,"Pasture","Argovian"
2.6,1.5,"Pasture","Argovian"
2.6,1.55,"Pasture","Argovian"
2.6,1.6,"Forest","Sequanian"
2.6,1.65,"Forest","Sequanian"
2.6,1.7,"Forest","Sequanian"
2.6,1.75,"Forest","Sequanian"
2.6,1.8,"Forest","Sequanian"
2.6,1.85,"Pasture","Kimmeridgian"
2.6,1.9,"Pasture","Kimmeridgian"
2.6,1.95,"Meadow","Kimmeridgian"
2.6,2,"Meadow","Kimmeridgian"
2.6,2.05,"Meadow","Kimmeridgian"
2.6,2.1,"Meadow","Kimmeridgian"
2.6,2.15,"Meadow","Kimmeridgian"
2.6,2.2,"Meadow","Kimmeridgian"
2.6,2.25,"Meadow","Kimmeridgian"
2.6,2.3,"Pasture","Kimmeridgian"
2.6,2.35,"Pasture","Kimmeridgian"
2.6,2.4,"Pasture","Sequanian"
2.6,2.45,"Pasture","Sequanian"
2.6,2.5,"Meadow","Kimmeridgian"
2.6,2.55,"Meadow","Kimmeridgian"
2.6,2.6,"Meadow","Portlandian"
2.6,2.65,"Meadow","Kimmeridgian"
2.6,2.7,"Meadow","Kimmeridgian"
2.6,2.75,"Meadow","Kimmeridgian"
2.6,2.8,"Pasture","Kimmeridgian"
2.6,2.85,"Pasture","Kimmeridgian"
2.6,2.9,"Meadow","Kimmeridgian"
2.6,2.95,"Meadow","Kimmeridgian"
2.6,3,"Pasture","Quaternary"
2.6,3.05,"Pasture","Quaternary"
2.6,3.1,"Forest","Sequanian"
2.6,3.15,"Forest","Sequanian"
2.6,3.2,"Forest","Sequanian"
2.6,3.25,"Forest","Sequanian"
2.6,3.3,"Meadow","Sequanian"
2.6,3.35,"Meadow","Sequanian"
2.6,3.4,"Meadow","Sequanian"
2.6,3.45,"Meadow","Sequanian"
2.6,3.5,"Meadow","Quaternary"
2.6,3.55,"Meadow","Quaternary"
2.6,3.6,"Meadow","Quaternary"
2.6,3.65,"Meadow","Quaternary"
2.6,3.7,"Meadow","Quaternary"
2.6,3.75,"Meadow","Quaternary"
2.6,3.8,"Meadow","Argovian"
2.6,3.85,"Meadow","Argovian"
2.6,3.9,"Meadow","Argovian"
2.6,3.95,"Meadow","Argovian"
2.6,4,"Pasture","Argovian"
2.6,4.05,"Meadow","Argovian"
2.6,4.1,"Meadow","Argovian"
2.6,4.15,"Meadow","Argovian"
2.6,4.2,"Meadow","Argovian"
2.65,0.55,"Forest","Kimmeridgian"
2.65,0.6,"Forest","Kimmeridgian"
2.65,0.65,"Forest","Kimmeridgian"
2.65,0.7,"Forest","Kimmeridgian"
2.65,0.75,"Forest","Kimmeridgian"
2.65,0.8,"Forest","Sequanian"
2.65,0.85,"Meadow","Sequanian"
2.65,0.9,"Meadow","Sequanian"
2.65,0.95,"Meadow","Sequanian"
2.65,1,"Meadow","Sequanian"
2.65,1.05,"Meadow","Sequanian"
2.65,1.1,"Forest","Argovian"
2.65,1.15,"Forest","Argovian"
2.65,1.2,"Forest","Quaternary"
2.65,1.25,"Forest","Quaternary"
2.65,1.3,"Pasture","Argovian"
2.65,1.35,"Pasture","Argovian"
2.65,1.4,"Pasture","Argovian"
2.65,1.45,"Forest","Sequanian"
2.65,1.5,"Forest","Sequanian"
2.65,1.55,"Forest","Sequanian"
2.65,1.6,"Pasture","Sequanian"
2.65,1.65,"Pasture","Sequanian"
2.65,1.7,"Forest","Sequanian"
2.65,1.75,"Forest","Sequanian"
2.65,1.8,"Forest","Sequanian"
2.65,1.85,"Forest","Kimmeridgian"
2.65,1.9,"Forest","Kimmeridgian"
2.65,1.95,"Forest","Kimmeridgian"
2.65,2,"Forest","Kimmeridgian"
2.65,2.05,"Forest","Kimmeridgian"
2.65,2.1,"Forest","Kimmeridgian"
2.65,2.15,"Forest","Kimmeridgian"
2.65,2.2,"Forest","Kimmeridgian"
2.65,2.25,"Forest","Kimmeridgian"
2.65,2.3,"Meadow","Kimmeridgian"
2.65,2.35,"Meadow","Kimmeridgian"
2.65,2.4,"Meadow","Kimmeridgian"
2.65,2.45,"Meadow","Sequanian"
2.65,2.5,"Meadow","Sequanian"
2.65,2.55,"Meadow","Sequanian"
2.65,2.6,"Meadow","Kimmeridgian"
2.65,2.65,"Meadow","Quaternary"
2.65,2.7,"Meadow","Quaternary"
2.65,2.75,"Meadow","Quaternary"
2.65,2.8,"Forest","Kimmeridgian"
2.65,2.85,"Forest","Kimmeridgian"
2.65,2.9,"Meadow","Kimmeridgian"
2.65,2.95,"Meadow","Kimmeridgian"
2.65,3,"Forest","Kimmeridgian"
2.65,3.05,"Forest","Kimmeridgian"
2.65,3.1,"Forest","Quaternary"
2.65,3.15,"Forest","Sequanian"
2.65,3.2,"Forest","Sequanian"
2.65,3.25,"Forest","Sequanian"
2.65,3.3,"Meadow","Sequanian"
2.65,3.35,"Meadow","Sequanian"
2.65,3.4,"Meadow","Sequanian"
2.65,3.45,"Meadow","Sequanian"
2.65,3.5,"Meadow","Quaternary"
2.65,3.55,"Meadow","Quaternary"
2.65,3.6,"Meadow","Quaternary"
2.65,3.65,"Meadow","Quaternary"
2.65,3.7,"Meadow","Quaternary"
2.65,3.75,"Meadow","Quaternary"
2.65,3.8,"Forest","Argovian"
2.65,3.85,"Forest","Argovian"
2.65,3.9,"Pasture","Argovian"
2.65,3.95,"Pasture","Argovian"
2.65,4,"Forest","Argovian"
2.65,4.05,"Forest","Argovian"
2.65,4.1,"Forest","Argovian"
2.65,4.15,"Forest","Argovian"
2.65,4.2,"Forest","Argovian"
2.65,4.25,"Forest","Argovian"
2.7,0.6,"Forest","Kimmeridgian"
2.7,0.65,"Forest","Kimmeridgian"
2.7,0.7,"Forest","Kimmeridgian"
2.7,0.75,"Forest","Kimmeridgian"
2.7,0.8,"Forest","Sequanian"
2.7,0.85,"Meadow","Sequanian"
2.7,0.9,"Meadow","Sequanian"
2.7,0.95,"Meadow","Sequanian"
2.7,1,"Meadow","Sequanian"
2.7,1.05,"Meadow","Sequanian"
2.7,1.1,"Forest","Argovian"
2.7,1.15,"Forest","Argovian"
2.7,1.2,"Forest","Quaternary"
2.7,1.25,"Forest","Quaternary"
2.7,1.3,"Pasture","Argovian"
2.7,1.35,"Pasture","Argovian"
2.7,1.4,"Pasture","Argovian"
2.7,1.45,"Forest","Sequanian"
2.7,1.5,"Forest","Sequanian"
2.7,1.55,"Forest","Sequanian"
2.7,1.6,"Pasture","Sequanian"
2.7,1.65,"Pasture","Sequanian"
2.7,1.7,"Forest","Sequanian"
2.7,1.75,"Forest","Sequanian"
2.7,1.8,"Forest","Sequanian"
2.7,1.85,"Forest","Kimmeridgian"
2.7,1.9,"Forest","Kimmeridgian"
2.7,1.95,"Forest","Kimmeridgian"
2.7,2,"Forest","Kimmeridgian"
2.7,2.05,"Forest","Kimmeridgian"
2.7,2.1,"Forest","Kimmeridgian"
2.7,2.15,"Forest","Kimmeridgian"
2.7,2.2,"Forest","Kimmeridgian"
2.7,2.25,"Forest","Kimmeridgian"
2.7,2.3,"Meadow","Kimmeridgian"
2.7,2.35,"Meadow","Kimmeridgian"
2.7,2.4,"Meadow","Kimmeridgian"
2.7,2.45,"Meadow","Sequanian"
2.7,2.5,"Meadow","Sequanian"
2.7,2.55,"Meadow","Sequanian"
2.7,2.6,"Meadow","Kimmeridgian"
2.7,2.65,"Meadow","Quaternary"
2.7,2.7,"Meadow","Quaternary"
2.7,2.75,"Meadow","Quaternary"
2.7,2.8,"Forest","Kimmeridgian"
2.7,2.85,"Forest","Kimmeridgian"
2.7,2.9,"Meadow","Kimmeridgian"
2.7,2.95,"Meadow","Kimmeridgian"
2.7,3,"Forest","Kimmeridgian"
2.7,3.05,"Forest","Kimmeridgian"
2.7,3.1,"Forest","Quaternary"
2.7,3.15,"Forest","Sequanian"
2.7,3.2,"Forest","Sequanian"
2.7,3.25,"Forest","Sequanian"
2.7,3.3,"Meadow","Sequanian"
2.7,3.35,"Meadow","Sequanian"
2.7,3.4,"Meadow","Sequanian"
2.7,3.45,"Meadow","Sequanian"
2.7,3.5,"Meadow","Quaternary"
2.7,3.55,"Meadow","Quaternary"
2.7,3.6,"Meadow","Quaternary"
2.7,3.65,"Meadow","Quaternary"
2.7,3.7,"Meadow","Quaternary"
2.7,3.75,"Meadow","Quaternary"
2.7,3.8,"Forest","Argovian"
2.7,3.85,"Forest","Argovian"
2.7,3.9,"Pasture","Argovian"
2.7,3.95,"Pasture","Argovian"
2.7,4,"Forest","Argovian"
2.7,4.05,"Forest","Argovian"
2.7,4.1,"Forest","Argovian"
2.7,4.15,"Forest","Argovian"
2.7,4.2,"Forest","Argovian"
2.7,4.25,"Forest","Argovian"
2.7,4.3,"Meadow","Argovian"
2.75,0.6,"Forest","Kimmeridgian"
2.75,0.65,"Forest","Kimmeridgian"
2.75,0.7,"Forest","Kimmeridgian"
2.75,0.75,"Pasture","Sequanian"
2.75,0.8,"Pasture","Sequanian"
2.75,0.85,"Forest","Sequanian"
2.75,0.9,"Forest","Sequanian"
2.75,0.95,"Meadow","Sequanian"
2.75,1,"Meadow","Sequanian"
2.75,1.05,"Meadow","Sequanian"
2.75,1.1,"Forest","Argovian"
2.75,1.15,"Forest","Argovian"
2.75,1.2,"Forest","Quaternary"
2.75,1.25,"Forest","Quaternary"
2.75,1.3,"Pasture","Argovian"
2.75,1.35,"Pasture","Argovian"
2.75,1.4,"Pasture","Argovian"
2.75,1.45,"Forest","Sequanian"
2.75,1.5,"Forest","Sequanian"
2.75,1.55,"Forest","Sequanian"
2.75,1.6,"Pasture","Sequanian"
2.75,1.65,"Pasture","Sequanian"
2.75,1.7,"Forest","Sequanian"
2.75,1.75,"Forest","Sequanian"
2.75,1.8,"Forest","Sequanian"
2.75,1.85,"Forest","Kimmeridgian"
2.75,1.9,"Forest","Kimmeridgian"
2.75,1.95,"Meadow","Kimmeridgian"
2.75,2,"Meadow","Kimmeridgian"
2.75,2.05,"Meadow","Kimmeridgian"
2.75,2.1,"Forest","Kimmeridgian"
2.75,2.15,"Forest","Kimmeridgian"
2.75,2.2,"Forest","Kimmeridgian"
2.75,2.25,"Forest","Kimmeridgian"
2.75,2.3,"Meadow","Kimmeridgian"
2.75,2.35,"Meadow","Kimmeridgian"
2.75,2.4,"Meadow","Kimmeridgian"
2.75,2.45,"Meadow","Sequanian"
2.75,2.5,"Meadow","Sequanian"
2.75,2.55,"Meadow","Sequanian"
2.75,2.6,"Meadow","Kimmeridgian"
2.75,2.65,"Meadow","Quaternary"
2.75,2.7,"Meadow","Quaternary"
2.75,2.75,"Meadow","Quaternary"
2.75,2.8,"Forest","Kimmeridgian"
2.75,2.85,"Forest","Kimmeridgian"
2.75,2.9,"Meadow","Kimmeridgian"
2.75,2.95,"Meadow","Kimmeridgian"
2.75,3,"Forest","Kimmeridgian"
2.75,3.05,"Forest","Kimmeridgian"
2.75,3.1,"Forest","Kimmeridgian"
2.75,3.15,"Forest","Sequanian"
2.75,3.2,"Forest","Sequanian"
2.75,3.25,"Forest","Sequanian"
2.75,3.3,"Pasture","Sequanian"
2.75,3.35,"Pasture","Sequanian"
2.75,3.4,"Meadow","Sequanian"
2.75,3.45,"Meadow","Sequanian"
2.75,3.5,"Meadow","Sequanian"
2.75,3.55,"Meadow","Sequanian"
2.75,3.6,"Meadow","Sequanian"
2.75,3.65,"Meadow","Quaternary"
2.75,3.7,"Meadow","Quaternary"
2.75,3.75,"Meadow","Quaternary"
2.75,3.8,"Forest","Argovian"
2.75,3.85,"Forest","Argovian"
2.75,3.9,"Pasture","Argovian"
2.75,3.95,"Pasture","Argovian"
2.75,4,"Pasture","Argovian"
2.75,4.05,"Forest","Argovian"
2.75,4.1,"Forest","Argovian"
2.75,4.15,"Forest","Argovian"
2.75,4.2,"Forest","Argovian"
2.75,4.25,"Forest","Argovian"
2.75,4.3,"Forest","Argovian"
2.8,0.6,"Forest","Kimmeridgian"
2.8,0.65,"Forest","Kimmeridgian"
2.8,0.7,"Forest","Kimmeridgian"
2.8,0.75,"Pasture","Sequanian"
2.8,0.8,"Pasture","Sequanian"
2.8,0.85,"Forest","Sequanian"
2.8,0.9,"Forest","Sequanian"
2.8,0.95,"Meadow","Sequanian"
2.8,1,"Meadow","Sequanian"
2.8,1.05,"Meadow","Sequanian"
2.8,1.1,"Meadow","Sequanian"
2.8,1.15,"Meadow","Sequanian"
2.8,1.2,"Meadow","Quaternary"
2.8,1.25,"Pasture","Argovian"
2.8,1.3,"Pasture","Argovian"
2.8,1.35,"Meadow","Argovian"
2.8,1.4,"Meadow","Argovian"
2.8,1.45,"Pasture","Sequanian"
2.8,1.5,"Pasture","Sequanian"
2.8,1.55,"Pasture","Sequanian"
2.8,1.6,"Pasture","Sequanian"
2.8,1.65,"Pasture","Sequanian"
2.8,1.7,"Forest","Sequanian"
2.8,1.75,"Forest","Sequanian"
2.8,1.8,"Forest","Kimmeridgian"
2.8,1.85,"Forest","Kimmeridgian"
2.8,1.9,"Forest","Kimmeridgian"
2.8,1.95,"Meadow","Kimmeridgian"
2.8,2,"Meadow","Kimmeridgian"
2.8,2.05,"Meadow","Kimmeridgian"
2.8,2.1,"Meadow","Kimmeridgian"
2.8,2.15,"Meadow","Kimmeridgian"
2.8,2.2,"Meadow","Kimmeridgian"
2.8,2.25,"Meadow","Kimmeridgian"
2.8,2.3,"Meadow","Kimmeridgian"
2.8,2.35,"Meadow","Kimmeridgian"
2.8,2.4,"Meadow","Kimmeridgian"
2.8,2.45,"Meadow","Kimmeridgian"
2.8,2.5,"Meadow","Sequanian"
2.8,2.55,"Meadow","Sequanian"
2.8,2.6,"Meadow","Sequanian"
2.8,2.65,"Meadow","Kimmeridgian"
2.8,2.7,"Meadow","Kimmeridgian"
2.8,2.75,"Meadow","Kimmeridgian"
2.8,2.8,"Meadow","Quaternary"
2.8,2.85,"Meadow","Quaternary"
2.8,2.9,"Meadow","Kimmeridgian"
2.8,2.95,"Meadow","Kimmeridgian"
2.8,3,"Forest","Kimmeridgian"
2.8,3.05,"Forest","Kimmeridgian"
2.8,3.1,"Forest","Kimmeridgian"
2.8,3.15,"Pasture","Quaternary"
2.8,3.2,"Pasture","Quaternary"
2.8,3.25,"Pasture","Quaternary"
2.8,3.3,"Pasture","Sequanian"
2.8,3.35,"Pasture","Sequanian"
2.8,3.4,"Meadow","Sequanian"
2.8,3.45,"Meadow","Sequanian"
2.8,3.5,"Meadow","Sequanian"
2.8,3.55,"Meadow","Sequanian"
2.8,3.6,"Meadow","Sequanian"
2.8,3.65,"Meadow","Quaternary"
2.8,3.7,"Meadow","Quaternary"
2.8,3.75,"Meadow","Quaternary"
2.8,3.8,"Forest","Argovian"
2.8,3.85,"Forest","Argovian"
2.8,3.9,"Pasture","Argovian"
2.8,3.95,"Pasture","Argovian"
2.8,4,"Pasture","Argovian"
2.8,4.05,"Forest","Argovian"
2.8,4.1,"Forest","Argovian"
2.8,4.15,"Forest","Argovian"
2.8,4.2,"Forest","Argovian"
2.8,4.25,"Forest","Argovian"
2.8,4.3,"Forest","Argovian"
2.8,4.8,"Forest","Sequanian"
2.8,4.85,"Forest","Sequanian"
2.8,4.9,"Forest","Sequanian"
2.8,4.95,"Forest","Sequanian"
2.8,5,"Forest","Argovian"
2.8,5.05,"Forest","Kimmeridgian"
2.8,5.1,"Forest","Kimmeridgian"
2.85,0.65,"Forest","Kimmeridgian"
2.85,0.7,"Forest","Kimmeridgian"
2.85,0.75,"Pasture","Sequanian"
2.85,0.8,"Pasture","Sequanian"
2.85,0.85,"Forest","Sequanian"
2.85,0.9,"Forest","Sequanian"
2.85,0.95,"Meadow","Sequanian"
2.85,1,"Meadow","Sequanian"
2.85,1.05,"Meadow","Sequanian"
2.85,1.1,"Meadow","Sequanian"
2.85,1.15,"Meadow","Sequanian"
2.85,1.2,"Meadow","Quaternary"
2.85,1.25,"Pasture","Argovian"
2.85,1.3,"Pasture","Argovian"
2.85,1.35,"Meadow","Argovian"
2.85,1.4,"Meadow","Argovian"
2.85,1.45,"Pasture","Sequanian"
2.85,1.5,"Pasture","Sequanian"
2.85,1.55,"Pasture","Sequanian"
2.85,1.6,"Pasture","Sequanian"
2.85,1.65,"Pasture","Sequanian"
2.85,1.7,"Forest","Sequanian"
2.85,1.75,"Forest","Sequanian"
2.85,1.8,"Forest","Kimmeridgian"
2.85,1.85,"Forest","Kimmeridgian"
2.85,1.9,"Forest","Kimmeridgian"
2.85,1.95,"Meadow","Kimmeridgian"
2.85,2,"Meadow","Kimmeridgian"
2.85,2.05,"Meadow","Kimmeridgian"
2.85,2.1,"Meadow","Kimmeridgian"
2.85,2.15,"Meadow","Kimmeridgian"
2.85,2.2,"Meadow","Kimmeridgian"
2.85,2.25,"Meadow","Kimmeridgian"
2.85,2.3,"Meadow","Kimmeridgian"
2.85,2.35,"Meadow","Kimmeridgian"
2.85,2.4,"Meadow","Kimmeridgian"
2.85,2.45,"Meadow","Kimmeridgian"
2.85,2.5,"Meadow","Sequanian"
2.85,2.55,"Meadow","Sequanian"
2.85,2.6,"Meadow","Sequanian"
2.85,2.65,"Meadow","Kimmeridgian"
2.85,2.7,"Meadow","Kimmeridgian"
2.85,2.75,"Meadow","Kimmeridgian"
2.85,2.8,"Meadow","Quaternary"
2.85,2.85,"Meadow","Quaternary"
2.85,2.9,"Meadow","Kimmeridgian"
2.85,2.95,"Meadow","Kimmeridgian"
2.85,3,"Forest","Kimmeridgian"
2.85,3.05,"Forest","Kimmeridgian"
2.85,3.1,"Forest","Kimmeridgian"
2.85,3.15,"Pasture","Quaternary"
2.85,3.2,"Pasture","Quaternary"
2.85,3.25,"Pasture","Quaternary"
2.85,3.3,"Pasture","Sequanian"
2.85,3.35,"Pasture","Sequanian"
2.85,3.4,"Meadow","Sequanian"
2.85,3.45,"Meadow","Sequanian"
2.85,3.5,"Meadow","Sequanian"
2.85,3.55,"Meadow","Sequanian"
2.85,3.6,"Meadow","Sequanian"
2.85,3.65,"Meadow","Quaternary"
2.85,3.7,"Meadow","Quaternary"
2.85,3.75,"Meadow","Quaternary"
2.85,3.8,"Forest","Argovian"
2.85,3.85,"Forest","Argovian"
2.85,3.9,"Pasture","Argovian"
2.85,3.95,"Pasture","Argovian"
2.85,4,"Pasture","Argovian"
2.85,4.05,"Forest","Argovian"
2.85,4.1,"Forest","Argovian"
2.85,4.15,"Forest","Argovian"
2.85,4.2,"Forest","Argovian"
2.85,4.25,"Forest","Argovian"
2.85,4.3,"Forest","Argovian"
2.85,4.35,"Forest","Argovian"
2.85,4.8,"Forest","Sequanian"
2.85,4.85,"Forest","Sequanian"
2.85,4.9,"Forest","Sequanian"
2.85,4.95,"Forest","Sequanian"
2.85,5,"Forest","Argovian"
2.85,5.05,"Forest","Kimmeridgian"
2.85,5.1,"Forest","Kimmeridgian"
2.85,5.15,"Forest","Kimmeridgian"
2.9,0.7,"Forest","Kimmeridgian"
2.9,0.75,"Forest","Kimmeridgian"
2.9,0.8,"Pasture","Kimmeridgian"
2.9,0.85,"Pasture","Sequanian"
2.9,0.9,"Pasture","Sequanian"
2.9,0.95,"Pasture","Sequanian"
2.9,1,"Meadow","Sequanian"
2.9,1.05,"Meadow","Sequanian"
2.9,1.1,"Meadow","Sequanian"
2.9,1.15,"Meadow","Sequanian"
2.9,1.2,"Meadow","Quaternary"
2.9,1.25,"Meadow","Argovian"
2.9,1.3,"Meadow","Argovian"
2.9,1.35,"Pasture","Argovian"
2.9,1.4,"Pasture","Argovian"
2.9,1.45,"Forest","Sequanian"
2.9,1.5,"Forest","Sequanian"
2.9,1.55,"Forest","Sequanian"
2.9,1.6,"Forest","Sequanian"
2.9,1.65,"Forest","Sequanian"
2.9,1.7,"Forest","Sequanian"
2.9,1.75,"Forest","Sequanian"
2.9,1.8,"Forest","Kimmeridgian"
2.9,1.85,"Forest","Kimmeridgian"
2.9,1.9,"Forest","Kimmeridgian"
2.9,1.95,"Forest","Kimmeridgian"
2.9,2,"Forest","Kimmeridgian"
2.9,2.05,"Forest","Kimmeridgian"
2.9,2.1,"Meadow","Kimmeridgian"
2.9,2.15,"Meadow","Kimmeridgian"
2.9,2.2,"Meadow","Kimmeridgian"
2.9,2.25,"Meadow","Kimmeridgian"
2.9,2.3,"Meadow","Kimmeridgian"
2.9,2.35,"Meadow","Kimmeridgian"
2.9,2.4,"Meadow","Kimmeridgian"
2.9,2.45,"Meadow","Kimmeridgian"
2.9,2.5,"Pasture","Kimmeridgian"
2.9,2.55,"Pasture","Kimmeridgian"
2.9,2.6,"Meadow","Sequanian"
2.9,2.65,"Meadow","Sequanian"
2.9,2.7,"Meadow","Sequanian"
